Atmid,Claim Registration Date,Date of Incidence,Issue,Location,Policy No,Security,State,Type of claim,Asset Loss,Cash Loss,Claim No.,Total Loss
NI1722991,11/7/2013,11/1/2013,Vandalism,Adabari Tinialiali,DEF0001217,Guarded,Assam,Attempted Theft,11310,0,685258,11310
DZEK99999999929959,11/7/2013,11/1/2013,Vandalism,CHINGAMATHAK,DEF0001217,Guarded,Manipur,Attempted Theft,108980,0,685259,108980
DEEK99992994999996,11/7/2013,11/1/2013,Vandalism,ORANG,DEF0001217,Guarded,Assam,Attempted Theft,0,0,685265,0
DEEK9999999978276,11/7/2013,11/3/2013,Vandalism,"Azara, Near Rani Gate ",DEF0001217,Guarded,Assam,Attempted Theft,0,0,685262,0
M31I1613992,11/7/2013,11/4/2013,Vandalism,Chety Singh Nagr ,DEF0001217,Guarded,Punjab,Attempted Theft,40210,0,685262,40210
DEEK9999991829928,11/9/2013,11/6/2013,Vandalism,Gourisagar,DEF0001217,Guarded,Assam,Attempted Theft,282290,0,687786,282290
DZEK99992991399995,11/9/2013,11/7/2013,Vandalism,SARBHOG,DEF0001217,Guarded,Assam,Attempted Theft,184970,0,687785,184970
DEEP9999752199991,11/9/2013,11/6/2013,Vandalism,Chemma,DEF0001217,Guarded,Punjab,Attempted Theft,277080,0,687782,277080
NRJK99321,11/11/2013,11/8/2013,Vandalism,Delux Chowk,DEF0001217,Guarded,Gujarat,Attempted Theft,46870,0,687562,46870
DZEK99999913999916,11/13/2013,11/9/2013,Vandalism,"MONGALDOI COLLEGE, DARRANG ",DEF0001217,Guarded,Assam,Attempted Theft,41380,0,682579,41380
NHYD19931,11/13/2013,11/9/2013,Vandalism,Indira Nagar,DEF0001217,Guarded,Andhra Pradesh,Attempted Theft,102080,0,682578,102080
ZP99279911,11/14/2013,11/10/2013,Vandalism,Habowal,DEF0001217,Guarded,Punjab,Attempted Theft,66020,0,682359,66020
P234549999,11/14/2013,11/12/2013,Vandalism,Glistan resorts ,DEF0001217,Guarded,Punjab,Attempted Theft,282290,0,682389,282290
XXPT899995,11/14/2013,10/29/2013,Rat Bite,Hajipur,DEF0001218,Non Guarded,Bihar,Others,0,0,682598,0
M15I161611,11/16/2013,11/13/2013,Vandalism,Pachgram,DEF0001217,Guarded,Assam,Attempted Theft,6250,0,683552,6250
M31I317811,11/16/2013,10/14/2013,Vandalism,"G.T Road, Amritsar",DEF0001217,Guarded,Punjab,Attempted Theft,287200,0,683555,287200
DEEK9999799899993,11/20/2013,11/17/2013,Vandalism,"Sonari,",DEF0001217,Guarded,Assam,Attempted Theft,39580,0,683935,39580
DEEK9999999978292,11/20/2013,11/16/2013,Vandalism,GOTANAGAR,DEF0001217,Guarded,Assam,Attempted Theft,96610,0,683925,96610
XXGR899993,11/20/2013,11/12/2013,Rat Bite,Barachowk,DEF0001218,Non Guarded,Jharkhand,Others,0,0,683928,0
DZEO999914789922,11/27/2013,11/26/2013,Vandalism,Chowgam ,DEF0001217,Guarded,Jammu & Kashmir,Attempted Theft,193570,0,686772,193570
NMUM3281,11/27/2013,11/26/2013,Vandalism,Near Vasai-Virar Mahanagar Palika,DEF0001218,Non Guarded,Maharashtra,Attempted Theft,99100,0,686775,99100
DZEK9999999978289,11/30/2013,11/22/2013,Vandalism,CHANGSARI CHOWK,DEF0001217,Guarded,Assam,Attempted Theft,66020,0,686267,66020
NI12997991,11/30/2013,11/22/2013,Vandalism,CHANGSARI BAZAR,DEF0001217,Guarded,Assam,Attempted Theft,66020,0,686269,66020
XXS9999241U,11/30/2013,11/22/2013,Vandalism,AMGURI,DEF0001217,Guarded,Assam,Attempted Theft,12810,0,686275,12810
M15I421511,12/2/2013,11/27/2013,Vandalism,Morigaon,DEF0001217,Guarded,Assam,Attempted Theft,58290,0,686832,58290
IPSEN199994991,12/3/2013,12/1/2013,Vandalism,Deep Singh Wala,DEF0001217,Guarded,Punjab,Attempted Theft,51950,0,687596,51950
IPSEN99921991,12/4/2013,12/3/2013,Vandalism & Theft,Adesh Hospital,DEF0001217,Guarded,Punjab,Theft & Cash Loss,282950,4629,687398,287579
XXEO999995,12/5/2013,11/26/2013,Vandalism,Shivpuri,DEF0001218,Non Guarded,Madhya Pradesh,Attempted Theft,46870,0,687738,46870
DZEP59999995299992,12/10/2013,12/7/2013,Vandalism,Goniana Mandi ,DEF0001217,Guarded,Himachal Pradesh,Attempted Theft,83730,0,688835,83730
NRXXN99291,12/10/2013,12/3/2013,Vandalism,Kishoregunj,DEF0001218,Non Guarded,Jharkhand,Attempted Theft,46870,0,688836,46870
CRXX999991,12/10/2013,11/18/2013,Vandalism,Ratu Road ,DEF0001218,Non Guarded,Jharkhand,Attempted Theft,46870,0,688827,46870
IPSEN99864991,12/10/2013,12/9/2013,Vandalism,Village Khadhur Sahib,DEF0001217,Guarded,Punjab,Attempted Theft,282290,0,688823,282290
DZEP599123499993,12/10/2013,11/18/2013,Vandalism,Raj Juice Corner ,DEF0001217,Guarded,Punjab,Attempted Theft,34890,0,688825,34890
IPSEN999991991,12/10/2013,12/7/2013,Vandalism,Bank Bazzar,DEF0001217,Guarded,Punjab,Attempted Theft,34890,0,688827,34890
DZEP5999976799992,12/10/2013,12/9/2013,Vandalism,Rahimpur Road,DEF0001217,Guarded,Punjab,Attempted Theft,130580,0,688828,130580
DZEK999999999299499,12/10/2013,12/9/2013,Vandalism,SANGAKPHAM BAZAR,DEF0001217,Guarded,Manipur,Attempted Theft,15930,0,688855,15930
NPXXT99561,12/11/2013,12/4/2013,Vandalism,Bhikhna Pahari ,DEF0001218,Non Guarded,Bihar,Attempted Theft,46870,0,689296,46870
XXTV999992,12/12/2013,11/27/2013,Natural Calamity,PTP Nagar,DEF0001218,Non Guarded,Kerala,Act of God,0,0,689582,0
DZEK9999999978291,12/13/2013,12/12/2013,Vandalism,BATTALION GATE,DEF0001217,Guarded,Assam,Attempted Theft,34370,0,68559,34370
JLU999993,12/16/2013,12/12/2013,Vandalism & Theft,Jalalabad,DEF0001217,Guarded,Punjab,Theft & Cash Loss,298050,6478,659385,304528
DZEP59999499199992,12/16/2013,12/12/2013,Vandalism,Hoshiarpur Road  Nasrala,DEF0001217,Guarded,Punjab,Attempted Theft,69450,0,659386,69450
P1755999999,12/17/2013,12/13/2013,Vandalism,"NAHARLAGUN, G-EXTENSION",DEF0001217,Guarded,Arunachal Pradesh,Attempted Theft,55200,0,659739,55200
IPSEN999926991,12/17/2013,12/13/2013,Vandalism,"G T Road, Ajitwal",DEF0001217,Guarded,Punjab,Attempted Theft,94430,0,659732,94430
NMUM39911,12/17/2013,12/15/2013,Vandalism,"Khaller, Bhiwandi",DEF0001218,Non Guarded,Maharashtra,Attempted Theft,59370,0,659735,59370
KEL189932,12/17/2013,12/15/2013,Vandalism,Banashankari II Stage,DEF0001218,Non Guarded,Karnataka,Attempted Theft,87130,0,659855,87130
DZEP9999997329947,12/18/2013,12/17/2013,Vandalism & Theft,Balkalan,DEF0001217,Guarded,Punjab,Theft & Cash Loss,475000,11070,69755,486070
P4994549999,12/18/2013,12/16/2013,Vandalism,"Shatra Wale, Tarn Taran",DEF0001217,Guarded,Punjab,Attempted Theft,34890,0,697752,34890
DZEK9999142699997,12/18/2013,12/14/2013,Vandalism,BARDOLONI KANDEIO COLLEGE,DEF0001217,Guarded,Assam,Attempted Theft,90170,0,697595,90170
NI1362991,12/18/2013,12/14/2013,Vandalism,"NEAR BARDOLONI  UCO BANK,",DEF0001217,Guarded,Assam,Attempted Theft,88090,0,697597,88090
NGW89915,12/23/2013,12/13/2013,Earthing Issue,BOI THUAMPUI AIZWAL,DEF0001217,Guarded,Mizoram,Others,71350,0,692325,71350
OD997639999,12/23/2013,12/17/2013,Vandalism,"Jamabandi, Ludhiana ",DEF0001217,Guarded,Punjab,Attempted Theft,61710,0,692336,61710
O127129999,12/24/2013,12/20/2013,Vandalism,"Nandpur Kalour, Fathegarhsahib",DEF0001217,Guarded,Punjab,Attempted Theft,0,0,692692,0
P1359959999,12/24/2013,12/20/2013,Vandalism,Village Budha,DEF0001217,Guarded,Punjab,Attempted Theft,286450,0,692697,286450
P125579999,12/24/2013,12/22/2013,Vandalism & Theft,"VPO Dudwandi, Kapurthala",DEF0001217,Guarded,Punjab,Theft & Cash Loss,282950,1767,692659,284717
XXPZ899991,12/24/2013,12/21/2013,Vandalism,Talegaon Chowk,DEF0001218,Non Guarded,Maharashtra,Attempted Theft,75470,0,692689,75470
IPSEN994992991,12/24/2013,12/23/2013,Vandalism,Bilaspur Moga ,DEF0001217,Guarded,Chattisgarh,Attempted Theft,112500,0,692688,112500
NI991993992,12/24/2013,12/22/2013,Vandalism,Grami Patti,DEF0001217,Guarded,Punjab,Attempted Theft,94430,0,692687,94430
IPSEN99123991,12/24/2013,12/22/2013,Vandalism,Main Road Samana ,DEF0001217,Guarded,Punjab,Attempted Theft,81660,0,692686,81660
O1359919999,12/30/2013,12/23/2013,Vandalism,Wadala Granthian,DEF0001217,Guarded,Punjab,Attempted Theft,40550,0,693726,40550
XXHY99914,12/30/2013,12/23/2013,Vandalism,Lingampally,DEF0001218,Non Guarded,Andhra Pradesh,Attempted Theft,44360,0,693785,44360
M31I2177992,1/2/2014,12/23/2013,Vandalism,Nr Jaynat Resort,DEF0001217,Guarded,Jammu & Kashmir,Attempted Theft,125000,0,692659,125000
NXXHM99791,1/2/2014,12/28/2013,Vandalism,Sejpur Bogha ,DEF0001217,Guarded,Gujarat,Attempted Theft,331760,0,692658,331760
DZEK99999999929933,1/2/2014,12/15/2013,Vandalism,RIMS,DEF0001217,Guarded,Manipur,Attempted Theft,37450,0,692653,37450
M15I16899992,1/2/2014,12/15/2013,Vandalism,TULIHAL Airport,DEF0001217,Guarded,Manipur,Attempted Theft,37450,0,692657,37450
DZEK999999999299399,1/2/2014,12/15/2013,Vandalism,Capitol Complex,DEF0001217,Guarded,Manipur,Attempted Theft,37450,0,692652,37450
O3146999999,1/2/2014,12/27/2013,Vandalism,Preet Nagar,DEF0001217,Guarded,Jammu & Kashmir,Attempted Theft,277080,0,692595,277080
DZEK99999999929932,1/2/2014,12/15/2013,Vandalism,MOIRANGKHOM,DEF0001217,Guarded,Manipur,Attempted Theft,37450,0,692593,37450
DZEK9999991829922,1/2/2014,12/27/2013,Vandalism,KALUGAON,DEF0001217,Guarded,Assam,Attempted Theft,119140,0,692597,119140
DEEK999911719931,1/2/2014,12/29/2013,Vandalism & Theft,SOCIETY CHOWK RANGIA,DEF0001217,Guarded,Assam,Theft & Cash Loss,282950,25000,692589,307950
XXS99Z9984U,1/2/2014,12/26/2013,Vandalism,DIBRUGARH,DEF0001217,Guarded,Assam,Attempted Theft,55060,0,692585,55060
NSXXL99271,1/8/2014,1/1/2014,Vandalism,Dharamapuri,DEF0001382,Non Guarded,Tamil Nadu,Attempted Theft,18750,0,695976,18750
DZEP99999973299599,1/8/2014,1/3/2014,Vandalism,"Putligarh Chowk,",DEF0001382,Non Guarded,Punjab,Attempted Theft,282290,0,752533,282290
NPUN999991,1/8/2014,1/5/2014,Vandalism,Singhad Road,DEF0001382,Non Guarded,Maharashtra,Attempted Theft,37440,0,752537,37440
NMUM2741,1/8/2014,1/4/2014,Vandalism,Ulhasnagar Station Road,DEF0001382,Non Guarded,Maharashtra,Attempted Theft,137220,0,752539,137220
NI23996991,1/8/2014,1/5/2014,Vandalism,"Mudki Road,",DEF0001382,Non Guarded,Punjab,Attempted Theft,107460,126,752552,107586
P2993969999,1/9/2014,1/6/2014,Vandalism,Batala Road,DEF0001382,Non Guarded,Punjab,Attempted Theft,107190,0,752566,107190
M15I2457991,1/9/2014,1/2/2014,Vandalism,PWD OFFICE,DEF0001382,Non Guarded,Assam,Attempted Theft,57290,0,752553,57290
O224719999,1/9/2014,1/7/2014,Vandalism,Adda Dheriwal,DEF0001382,Non Guarded,Punjab,Attempted Theft,282290,0,752568,282290
DEEO9999996579944,1/13/2014,1/9/2014,Vandalism,BSNL Exchange,DEF0001382,Non Guarded,Jammu & Kashmir,Attempted Theft,26040,0,752555,26040
P134489999,1/20/2014,1/13/2014,Vandalism,Saido Ke Bathinda,DEF0001382,Non Guarded,Punjab,Attempted Theft,282290,0,752556,282290
DZEK9999153999599,1/20/2014,1/15/2014,Vandalism,CHALTLANG RUAMVENG,DEF0001382,Non Guarded,Mizoram,Attempted Theft,16430,0,752558,16430
DZEK9999999978257,1/20/2014,1/15/2014,Vandalism,DON BOSCO KHARGULI,DEF0001382,Non Guarded,Assam,Attempted Theft,0,0,752559,0
XXOG999991,1/20/2014,1/14/2014,Vandalism,Post Singot,DEF0001383,Guarded,Madhya Pradesh,Attempted Theft,96350,0,752557,96350
P166529999,1/20/2014,1/15/2014,Vandalism & Theft,Railway Colony,DEF0001382,Non Guarded,Punjab,Theft & Cash Loss,282290,14186,752577,296476
DZEP59999991399995,1/20/2014,1/15/2014,Vandalism,Sauja Nabha ,DEF0001382,Non Guarded,Punjab,Attempted Theft,282290,0,752562,282290
DZEK999915399943,1/20/2014,1/17/2014,Vandalism,CHANMARI WEST,DEF0001382,Non Guarded,Mizoram,Attempted Theft,16430,0,752562,16430
M31I4399911,1/20/2014,1/16/2014,Vandalism & Theft,Jeon Singh Wala,DEF0001382,Non Guarded,Punjab,Theft & Cash Loss,718750,7100,757832,725850
DEEO9999997229919,1/22/2014,1/9/2014,Vandalism,Mafgam Budgam,DEF0001382,Non Guarded,Jammu & Kashmir,Attempted Theft,16920,0,752569,16920
XXND89941,1/22/2014,1/18/2014,Fire Accident,CGO Complex,DEF0001383,Guarded,New Delhi,Fire Loss,584990,0,752567,584990
O814539999,1/22/2014,1/19/2014,Vandalism,"Daba Lohara Road,",DEF0001382,Non Guarded,Punjab,Attempted Theft,94530,0,752565,94530
DZEK9999119939934,1/24/2014,1/22/2014,Vandalism,NALBARI,DEF0001382,Non Guarded,Assam,Attempted Theft,194880,0,752575,194880
P234549999,2/5/2014,1/26/2014,Vandalism," Chunta District, Ludhiana",DEF0001382,Non Guarded,Punjab,Attempted Theft,296870,0,752638,296870
IPSEN99662991,2/5/2014,1/27/2014,Vandalism,Majitha Road,DEF0001382,Non Guarded,Punjab,Attempted Theft,282290,0,752636,282290
DEEP59999992899994,2/5/2014,1/25/2014,Vandalism,GHANOURIKALAN,DEF0001382,Non Guarded,Punjab,Attempted Theft,10410,0,752635,10410
DZEP9999996289938,2/5/2014,1/25/2014,Vandalism,Mundi Kharar,DEF0001382,Non Guarded,Punjab,Attempted Theft,36450,0,752632,36450
M31I1613991,2/5/2014,1/30/2014,Vandalism,DHAND DA KANDA,DEF0001382,Non Guarded,Punjab,Attempted Theft,42960,0,752629,42960
DI1316991,2/7/2014,2/1/2014,Vandalism,Anandpur,DEF0001382,Non Guarded,Punjab,Attempted Theft,65340,0,753686,65340
DZEK99999999729928,2/7/2014,2/2/2014,Vandalism,SBI LHOMITHI COLONY,DEF0001382,Non Guarded,Nagaland,Attempted Theft,0,0,753659,0
DZEK99999999729959,2/7/2014,2/2/2014,Vandalism,"SBI LHOMITHI COLONY, 2nd CD",DEF0001382,Non Guarded,Nagaland,Attempted Theft,135530,0,753697,135530
DZEO9999459699199,2/7/2014,2/4/2014,Vandalism,"Semina Colony, Kishtwar",DEF0001382,Non Guarded,Jammu & Kashmir,Attempted Theft,111640,6,753693,111646
DZEP99991559999992,2/7/2014,2/6/2014,Vandalism,Talwandi Road,DEF0001382,Non Guarded,Punjab,Attempted Theft,0,0,752792,0
JXXS999199,2/14/2014,2/9/2014,Vandalism,GT Road Chhehrata ,DEF0001382,Non Guarded,Punjab,Attempted Theft,0,0,755525,0
DZEP59999995299992,2/14/2014,2/8/2014,Vandalism,Goniana Mandi ,DEF0001382,Non Guarded,Himachal Pradesh,Attempted Theft,0,0,755522,0
DZEK99999999729968,2/14/2014,2/2/2014,Vandalism,DUNCAN BASTI,DEF0001382,Non Guarded,Nagaland,Attempted Theft,52940,0,752559,52940
DZEK999915399921,2/14/2014,2/10/2014,Vandalism,VENG BAZAR,DEF0001382,Non Guarded,Mizoram,Attempted Theft,46350,0,755223,46350
P2992469999,2/14/2014,2/11/2014,Vandalism,"Opposite Telephone Exchange, Jaito",DEF0001382,Non Guarded,Punjab,Attempted Theft,115590,0,755238,115590
DZEK999999999299499,2/20/2014,2/12/2014,Vandalism,SANGAKPHAM BAZAR,DEF0001382,Non Guarded,Manipur,Attempted Theft,55060,0,757557,55060
DZEK9999991829942,2/20/2014,2/15/2014,Vandalism,"A.T. ROAD, MORAN",DEF0001382,Non Guarded,Assam,Attempted Theft,41420,0,757552,41420
DEEO9999689799996,2/20/2014,2/14/2014,Vandalism,Hatli Morh Bus Stand,DEF0001382,Non Guarded,Jammu & Kashmir,Attempted Theft,0,0,757552,0
P2739979999,2/24/2014,2/20/2014,Vandalism,VPO Raoke Kalan,DEF0001382,Non Guarded,Punjab,Attempted Theft,0,0,757727,0
NI99212992,2/26/2014,2/23/2014,Vandalism,Cheharta,DEF0001382,Non Guarded,Punjab,Attempted Theft,142570,0,758578,142570
IPSEN19917991,2/26/2014,2/23/2014,Vandalism,Behram,DEF0001382,Non Guarded,Punjab,Attempted Theft,282290,0,758577,282290
DZEP9999175699994,2/26/2014,2/24/2014,Vandalism,Shivam Electronics,DEF0001382,Non Guarded,Punjab,Attempted Theft,86250,0,758575,86250
DZEK9999119939937,2/28/2014,2/25/2014,Vandalism,GHRAPAR-STATION-ROAD,DEF0001382,Non Guarded,Assam,Attempted Theft,101090,0,759279,101090
CSE999991,3/6/2014,2/25/2014,Vandalism,"Sunabeda, Orissa",DEF0001383,Guarded,Odisha,Attempted Theft,75520,0,775257,75520
NLUD6111,3/10/2014,3/4/2014,Vandalism,Sirhind Road,DEF0001382,Non Guarded,Punjab,Attempted Theft,47500,0,777357,47500
DEED1523991,3/10/2014,3/6/2014,Vandalism,Patran road,DEF0001382,Non Guarded,Punjab,Attempted Theft,260930,0,777375,260930
IOED69399,3/13/2014,3/10/2014,Vandalism,Durga Mandir Raod,DEF0001382,Non Guarded,Punjab,Attempted Theft,68400,0,772522,68400
DZEP5999976799992,3/13/2014,3/11/2014,Vandalism,Sarup Nagar,DEF0001382,Non Guarded,Punjab,Attempted Theft,318220,0,772526,318220
O13599999999,3/14/2014,3/3/2014,Vandalism,Usman Pur,DEF0001382,Non Guarded,Punjab,Attempted Theft,278640,0,772287,278640
CESN17991991,3/20/2014,3/12/2014,Vandalism,"GT Road, Dhariwal ",DEF0001382,Non Guarded,Punjab,Attempted Theft,110880,0,773597,110880
PE17561U,3/20/2014,3/13/2014,Vandalism,Amloh Road,DEF0001382,Non Guarded,Punjab,Attempted Theft,144050,0,773592,144050
P3991729999,3/20/2014,3/14/2014,Vandalism,Pudda Market,DEF0001382,Non Guarded,Punjab,Attempted Theft,141970,0,77355,141970
DZEO9999996579921,3/21/2014,3/13/2014,Vandalism,Nehru Market,DEF0001382,Non Guarded,Jammu & Kashmir,Attempted Theft,49950,0,772522,49950
DJUL699211111111,3/21/2014,3/18/2014,Vandalism,Lohian Khas,DEF0001382,Non Guarded,Punjab,Attempted Theft,277080,0,772525,277080
NMUM2721,3/24/2014,3/12/2014,Vandalism,Near SNDT Collage,DEF0001382,Non Guarded,Maharashtra,Attempted Theft,48590,0,772655,48590
DEEP9999354199992,3/26/2014,3/22/2014,Vandalism,Randhawa Tent House,DEF0001382,Non Guarded,Punjab,Attempted Theft,127600,0,775295,127600
NMUM39961,3/26/2014,3/24/2014,Vandalism,Anant Niwas,DEF0001382,Non Guarded,Maharashtra,Attempted Theft,109770,0,775293,109770
M31I468111,4/8/2014,4/2/2014,Vandalism,Near New Courts,DEF0001382,Non Guarded,Punjab,Attempted Theft,103260,0,778528,103260
NMUM2511,4/10/2014,4/3/2014,Vandalism,"Sector-4, Ghansoli",DEF0001382,Non Guarded,Maharashtra,Attempted Theft,47500,0,779287,47500
NMUM28991,4/14/2014,4/9/2014,Vandalism,Sanjay Apartments,DEF0001382,Non Guarded,Maharashtra,Attempted Theft,155570,0,77583,155570
XXR99Z1499U,4/14/2014,3/12/2014,Vandalism,YATU COMPLEX,DEF0001382,Non Guarded,Arunachal Pradesh,Attempted Theft,157610,0,77578,157610
DZEK99991199399399,4/14/2014,3/22/2014,Vandalism & Theft,NATHKUCHI(TIHU,DEF0001382,Non Guarded,Assam,Theft & Cash Loss,282290,14256,77585,296546
NMUM31991,4/16/2014,4/9/2014,Vandalism,Crystal Plaza Building,DEF0001382,Non Guarded,Maharashtra,Attempted Theft,37500,0,725277,37500
WE99Z219U,4/25/2014,3/22/2014,Vandalism,Kurulia,DEF0001382,Non Guarded,West Bengal,Attempted Theft,234790,0,727882,234790
WE99Z99699U,4/25/2014,4/2/2014,Vandalism,GOPALPUR GHAT,DEF0001382,Non Guarded,West Bengal,Attempted Theft,282290,0,727883,282290
DZEK9999699919923,4/25/2014,4/4/2014,Vandalism,GOHPUR TINALI ITANAGAR,DEF0001382,Non Guarded,Arunachal Pradesh,Attempted Theft,44960,0,722592,44960
DZEK9999991469927,4/25/2014,4/4/2014,Vandalism,KHUTIKOTIA,DEF0001382,Non Guarded,Assam,Attempted Theft,79230,0,727879,79230
DZEK99999999929955,4/25/2014,4/14/2014,Vandalism,IMPHAL WEST,DEF0001382,Non Guarded,Manipur,Attempted Theft,99060,0,727878,99060
DZEK9999846299995,4/28/2014,4/15/2014,Vandalism,KABAITARI-JOGIGHOPA,DEF0001382,Non Guarded,Goa,Attempted Theft,42140,0,722626,42140
DEEK99999999729929,4/28/2014,4/21/2014,Vandalism,SBI 4TH MILE 2ND OPTION,DEF0001382,Non Guarded,Nagaland,Attempted Theft,42960,0,722657,42960
DZEK999999999929961,4/28/2014,4/11/2014,Vandalism,Bagaban Thakur,DEF0001382,Non Guarded,Tripura,Attempted Theft,55060,0,722655,55060
NI1443991,5/6/2014,5/3/2014,Vandalism,Banga Rd,DEF0001382,Non Guarded,Punjab,Attempted Theft,71210,0,722788,71210
DEEK999911719929,5/6/2014,4/28/2014,Vandalism & Theft,GORESWAR,DEF0001382,Non Guarded,Assam,Theft & Cash Loss,312500,17450,722759,329950
XXS9999222U,5/6/2014,4/29/2014,Vandalism,"BAHONA, JORHAT",DEF0001382,Non Guarded,Assam,Attempted Theft,79370,0,722797,79370
DZEK99999919949963,5/6/2014,4/29/2014,Vandalism,BAHONA,DEF0001382,Non Guarded,Assam,Attempted Theft,79370,0,722793,79370
DEEP991367399992,5/13/2014,5/7/2014,Vandalism,Serhi,DEF0001382,Non Guarded,Punjab,Attempted Theft,234630,0,725777,234630
XXEE899399,5/13/2014,5/10/2014,Vandalism,"Pipli, Odisha",DEF0001383,Guarded,Odisha,Attempted Theft,296870,0,725785,296870
SVN89916I1,5/13/2014,5/8/2014,Vandalism,DHARAPUR,DEF0001382,Non Guarded,Assam,Attempted Theft,282290,0,725782,282290
DZEP99999962999997,5/19/2014,5/8/2014,Vandalism,Miani Road,DEF0001382,Non Guarded,Punjab,Attempted Theft,107020,0,727567,107020
DEEP9919974899993,5/19/2014,5/16/2014,Vandalism & Theft,Latala,DEF0001382,Non Guarded,Punjab,Theft & Cash Loss,293220,12332,727568,305552
NLUD619911111111,5/19/2014,5/11/2014,Vandalism,Jamalpur,DEF0001382,Non Guarded,Punjab,Attempted Theft,98790,0,727282,98790
DZEP9999996449912,5/19/2014,5/15/2014,Vandalism,Near Govt Primery School,DEF0001382,Non Guarded,Punjab,Attempted Theft,282290,0,727286,282290
NLUD69961111111,5/20/2014,5/15/2014,Vandalism,Kbm Chownk,DEF0001382,Non Guarded,Punjab,Attempted Theft,73920,0,727557,73920
DZEK99999999782599,5/20/2014,5/17/2014,Vandalism,NOONMATI,DEF0001382,Non Guarded,Jharkhand,Attempted Theft,154260,326,727255,154586
NI23996991XX,5/23/2014,5/20/2014,Short Circuit,Bhaghapurana,DEF0001382,Non Guarded,Punjab,Fire Loss,200390,126,728232,200516
DZEK9999299139911,5/23/2014,5/15/2014,Short Circuit,PATILADAHA,DEF0001382,Non Guarded,Assam,Fire Loss,67560,0,728229,67560
NPXXT99541,5/23/2014,5/13/2014,Vandalism,Paschim Darwaza,DEF0001382,Non Guarded,Bihar,Attempted Theft,67500,0,728227,67500
DZEK9999991469933,5/27/2014,5/25/2014,Vandalism,PANIGAON ,DEF0001382,Non Guarded,Assam,Attempted Theft,75470,0,725957,75470
NI99453991,5/27/2014,5/26/2014,Vandalism & Theft,Vpo Jugiana ,DEF0001382,Non Guarded,Punjab,Theft & Cash Loss,282950,1090,725952,284040
XXIN99167XX,6/5/2014,5/29/2014,Vandalism,G.T. Road Batala,DEF0001382,Non Guarded,Punjab,Attempted Theft,93090,0,737768,93090
P275269999,6/5/2014,5/25/2014,Vandalism,Sadiq,DEF0001382,Non Guarded,Punjab,Attempted Theft,0,0,737769,0
P2992469999,6/5/2014,5/25/2014,Vandalism,"Opposite Telephone Exchange, Jaito ",DEF0001382,Non Guarded,Punjab,Attempted Theft,0,0,737777,0
DZEP59999994499993,6/5/2014,5/25/2014,Vandalism,Baza Road,DEF0001382,Non Guarded,Punjab,Attempted Theft,0,0,737779,0
CXXM899991,6/11/2014,6/9/2014,Fire Accident,Amritsar Railway Station ,DEF0001383,Guarded,Punjab,Fire Loss,500880,0,732893,500880
ER99Z3993U,6/11/2014,5/25/2014,Vandalism,P C colony,DEF0001382,Non Guarded,Bihar,Attempted Theft,58330,0,732879,58330
NPXXT99491,6/12/2014,6/8/2014,Vandalism,Pirmuhani Corner,DEF0001382,Non Guarded,Bihar,Attempted Theft,37500,0,733332,37500
NMUM34991,6/18/2014,6/5/2014,Vandalism,Sangam Apartment,DEF0001382,Non Guarded,Maharashtra,Attempted Theft,51350,0,732223,51350
NMUM2881,6/18/2014,6/9/2014,Vandalism,"Menor Bldg,Bhayander",DEF0001382,Non Guarded,Maharashtra,Attempted Theft,55520,0,732225,55520
IPSEN99194991,6/18/2014,6/13/2014,Vandalism,Rupnagar,DEF0001382,Non Guarded,Punjab,Attempted Theft,45770,0,732277,45770
DZEP59999992899993,6/18/2014,6/13/2014,Vandalism,Benra,DEF0001382,Non Guarded,Punjab,Attempted Theft,282290,0,732252,282290
P131579999,6/23/2014,6/13/2014,Vandalism,Talwandi Rama,DEF0001382,Non Guarded,Punjab,Attempted Theft,79700,0,735382,79700
